SchoolYear,Sector,SubSector,ulcscode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2023-2024,Alternative,Alt District Run,3210,Ben Franklin High School EOP,Opportunity,10,7,1,14.29,6,85.71,1,14.29,6,85.71,5,71.43,2,28.57,0,0.00,0,0.00,6,85.71,1,14.29,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt District Run,3210,Ben Franklin High School EOP,Opportunity,11,24,2,8.33,22,91.67,3,12.50,21,87.50,13,54.17,11,45.83,1,4.17,0,0.00,20,83.33,2,8.33,0,0.00,0,0.00,1,4.17,
2023-2024,Alternative,Alt District Run,3210,Ben Franklin High School EOP,Opportunity,12,120,4,3.33,116,96.67,14,11.67,106,88.33,66,55.00,54,45.00,0,0.00,0,0.00,98,81.67,18,15.00,4,3.33,0,0.00,0,0.00,
2023-2024,Alternative,Alt District Run,3210,Ben Franklin High School EOP,Opportunity,All Grades,152,7,4.61,145,95.39,18,11.84,134,88.16,85,55.92,67,44.08,1,0.66,0,0.00,125,82.24,21,13.82,4,2.63,0,0.00,1,0.66,0.00
2023-2024,Alternative,Alt Contracted,3240,Liguori Academy-Fortis,Opportunity,09,7,1,14.29,6,85.71,0,0.00,7,100.00,3,42.86,4,57.14,0,0.00,0,0.00,3,42.86,3,42.86,0,0.00,0,0.00,1,14.29,
2023-2024,Alternative,Alt Contracted,3240,Liguori Academy-Fortis,Opportunity,10,23,0,0.00,23,100.00,2,8.70,21,91.30,12,52.17,11,47.83,1,4.35,0,0.00,10,43.48,4,17.39,0,0.00,0,0.00,8,34.78,
2023-2024,Alternative,Alt Contracted,3240,Liguori Academy-Fortis,Opportunity,11,36,2,5.56,34,94.44,3,8.33,33,91.67,21,58.33,15,41.67,0,0.00,0,0.00,23,63.89,8,22.22,1,2.78,0,0.00,4,11.11,
2023-2024,Alternative,Alt Contracted,3240,Liguori Academy-Fortis,Opportunity,12,33,1,3.03,32,96.97,6,18.18,27,81.82,15,45.45,18,54.55,0,0.00,0,0.00,9,27.27,17,51.52,1,3.03,0,0.00,6,18.18,
2023-2024,Alternative,Alt Contracted,3240,Liguori Academy-Fortis,Opportunity,All Grades,99,4,4.04,95,95.96,11,11.11,88,88.89,51,51.52,48,48.48,1,1.01,0,0.00,45,45.45,32,32.32,2,2.02,0,0.00,19,19.19,0.00
2023-2024,Alternative,Alt Contracted,3290,Excel Academy South,Opportunity,09,13,1,7.69,12,92.31,0,0.00,13,100.00,9,69.23,4,30.77,0,0.00,1,7.69,5,38.46,5,38.46,1,7.69,0,0.00,1,7.69,
2023-2024,Alternative,Alt Contracted,3290,Excel Academy South,Opportunity,10,49,4,8.16,45,91.84,12,24.49,37,75.51,18,36.73,31,63.27,0,0.00,1,2.04,24,48.98,16,32.65,2,4.08,0,0.00,6,12.24,
2023-2024,Alternative,Alt Contracted,3290,Excel Academy South,Opportunity,11,39,3,7.69,36,92.31,7,17.95,32,82.05,14,35.90,25,64.10,0,0.00,0,0.00,18,46.15,16,41.03,1,2.56,0,0.00,4,10.26,
2023-2024,Alternative,Alt Contracted,3290,Excel Academy South,Opportunity,12,106,9,8.49,97,91.51,19,17.92,87,82.08,44,41.51,62,58.49,0,0.00,3,2.83,53,50.00,33,31.13,3,2.83,0,0.00,14,13.21,
2023-2024,Alternative,Alt Contracted,3290,Excel Academy South,Opportunity,All Grades,207,17,8.21,190,91.79,38,18.36,169,81.64,85,41.06,122,58.94,0,0.00,5,2.42,100,48.31,70,33.82,7,3.38,0,0.00,25,12.08,100.00
2023-2024,Alternative,Alt Contracted,3291,Excel Academy Central,Opportunity,09,7,1,14.29,6,85.71,3,42.86,4,57.14,4,57.14,3,42.86,0,0.00,1,14.29,3,42.86,1,14.29,0,0.00,0,0.00,2,28.57,
2023-2024,Alternative,Alt Contracted,3291,Excel Academy Central,Opportunity,10,35,0,0.00,35,100.00,4,11.43,31,88.57,18,51.43,17,48.57,0,0.00,0,0.00,25,71.43,6,17.14,2,5.71,0,0.00,2,5.71,
2023-2024,Alternative,Alt Contracted,3291,Excel Academy Central,Opportunity,11,31,2,6.45,29,93.55,5,16.13,26,83.87,16,51.61,15,48.39,0,0.00,0,0.00,26,83.87,4,12.90,1,3.23,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3291,Excel Academy Central,Opportunity,12,104,1,0.96,103,99.04,14,13.46,90,86.54,53,50.96,51,49.04,1,0.96,1,0.96,75,72.12,17,16.35,4,3.85,0,0.00,6,5.77,
2023-2024,Alternative,Alt Contracted,3291,Excel Academy Central,Opportunity,All Grades,177,4,2.26,173,97.74,26,14.69,151,85.31,91,51.41,86,48.59,1,0.56,2,1.13,129,72.88,28,15.82,7,3.95,0,0.00,10,5.65,100.00
2023-2024,Alternative,Alt District Run,3292,The Academy of Continued Education (ACE) School,Opportunity,08,1,0,0.00,1,100.00,0,0.00,1,100.00,0,0.00,1,100.00,0,0.00,0,0.00,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt District Run,3292,The Academy of Continued Education (ACE) School,Opportunity,All Grades,1,0,0.00,1,100.00,0,0.00,1,100.00,0,0.00,1,100.00,0,0.00,0,0.00,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,00,70,,,,,18,25.71,52,74.29,31,44.29,39,55.71,0,0.00,1,1.43,4,5.71,60,85.71,4,5.71,0,0.00,1,1.43,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,01,61,,,,,13,21.31,48,78.69,27,44.26,34,55.74,0,0.00,0,0.00,8,13.11,51,83.61,2,3.28,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,02,62,,,,,21,33.87,41,66.13,33,53.23,29,46.77,0,0.00,3,4.84,1,1.61,50,80.65,5,8.06,0,0.00,3,4.84,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,03,91,,,,,29,31.87,62,68.13,46,50.55,45,49.45,0,0.00,4,4.40,10,10.99,68,74.73,7,7.69,0,0.00,2,2.20,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,04,62,,,,,18,29.03,44,70.97,29,46.77,33,53.23,0,0.00,0,0.00,7,11.29,40,64.52,13,20.97,0,0.00,2,3.23,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,05,64,,,,,15,23.44,49,76.56,37,57.81,27,42.19,0,0.00,1,1.56,6,9.38,54,84.38,3,4.69,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,06,97,,,,,36,37.11,61,62.89,45,46.39,52,53.61,0,0.00,3,3.09,14,14.43,74,76.29,5,5.15,0,0.00,1,1.03,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,07,91,,,,,19,20.88,72,79.12,48,52.75,43,47.25,0,0.00,2,2.20,13,14.29,69,75.82,6,6.59,0,0.00,1,1.10,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,08,62,,,,,8,12.90,54,87.10,29,46.77,33,53.23,0,0.00,1,1.61,6,9.68,47,75.81,8,12.90,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,09,169,,,,,40,23.67,129,76.33,84,49.70,85,50.30,0,0.00,0,0.00,13,7.69,145,85.80,9,5.33,1,0.59,1,0.59,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,10,141,,,,,39,27.66,102,72.34,75,53.19,66,46.81,0,0.00,2,1.42,7,4.96,115,81.56,14,9.93,0,0.00,3,2.13,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,11,151,,,,,40,26.49,111,73.51,91,60.26,60,39.74,0,0.00,3,1.99,16,10.60,119,78.81,11,7.28,0,0.00,2,1.32,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,12,125,,,,,29,23.20,96,76.80,55,44.00,70,56.00,0,0.00,1,0.80,19,15.20,99,79.20,5,4.00,0,0.00,1,0.80,
2023-2024,Charter,Phila Charters,3301,Community Academy of Philadelphia Charter School,Charters,All Grades,1246,,,,,325,26.08,921,73.92,630,50.56,616,49.44,0,0.00,21,1.69,124,9.95,991,79.53,92,7.38,1,0.08,17,1.36,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,00,23,,,,,0,0.00,23,100.00,11,47.83,12,52.17,0,0.00,0,0.00,23,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,01,59,,,,,4,6.78,55,93.22,32,54.24,27,45.76,0,0.00,0,0.00,59,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,02,86,,,,,13,15.12,73,84.88,40,46.51,46,53.49,0,0.00,0,0.00,85,98.84,0,0.00,1,1.16,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,03,65,,,,,6,9.23,59,90.77,33,50.77,32,49.23,1,1.54,0,0.00,64,98.46,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,04,62,,,,,8,12.90,54,87.10,27,43.55,35,56.45,0,0.00,0,0.00,60,96.77,0,0.00,1,1.61,0,0.00,1,1.61,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,05,59,,,,,10,16.95,49,83.05,29,49.15,30,50.85,0,0.00,0,0.00,59,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,06,82,,,,,13,15.85,69,84.15,47,57.32,35,42.68,0,0.00,0,0.00,79,96.34,2,2.44,1,1.22,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,07,68,,,,,12,17.65,56,82.35,35,51.47,33,48.53,0,0.00,0,0.00,65,95.59,0,0.00,1,1.47,0,0.00,2,2.94,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,08,50,,,,,7,14.00,43,86.00,30,60.00,20,40.00,0,0.00,0,0.00,47,94.00,0,0.00,2,4.00,0,0.00,1,2.00,
2023-2024,Charter,Phila Charters,3302,Harambee Institute of Science and Technology Charter School,Charters,All Grades,554,,,,,73,13.18,481,86.82,284,51.26,270,48.74,1,0.18,0,0.00,541,97.65,2,0.36,6,1.08,0,0.00,4,0.72,
2023-2024,Charter,Phila Charters,3304,YouthBuild Philadelphia Charter School,Charters,12,256,,,,,65,25.39,191,74.61,137,53.52,119,46.48,0,0.00,1,0.39,234,91.41,15,5.86,4,1.56,0,0.00,2,0.78,
2023-2024,Charter,Phila Charters,3304,YouthBuild Philadelphia Charter School,Charters,All Grades,256,,,,,65,25.39,191,74.61,137,53.52,119,46.48,0,0.00,1,0.39,234,91.41,15,5.86,4,1.56,0,0.00,2,0.78,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,00,99,,,,,6,6.06,93,93.94,60,60.61,39,39.39,1,1.01,12,12.12,18,18.18,10,10.10,8,8.08,0,0.00,50,50.51,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,01,92,,,,,14,15.22,78,84.78,47,51.09,45,48.91,0,0.00,16,17.39,16,17.39,9,9.78,11,11.96,0,0.00,40,43.48,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,02,103,,,,,28,27.18,75,72.82,48,46.60,55,53.40,0,0.00,15,14.56,17,16.50,10,9.71,11,10.68,0,0.00,50,48.54,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,03,86,,,,,17,19.77,69,80.23,49,56.98,37,43.02,0,0.00,11,12.79,16,18.60,4,4.65,4,4.65,0,0.00,51,59.30,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,04,95,,,,,19,20.00,76,80.00,40,42.11,55,57.89,0,0.00,18,18.95,17,17.89,8,8.42,15,15.79,0,0.00,37,38.95,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,05,100,,,,,21,21.00,79,79.00,45,45.00,55,55.00,1,1.00,9,9.00,23,23.00,14,14.00,8,8.00,0,0.00,45,45.00,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,06,87,,,,,22,25.29,65,74.71,43,49.43,44,50.57,0,0.00,16,18.39,16,18.39,7,8.05,14,16.09,0,0.00,34,39.08,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,07,98,,,,,18,18.37,80,81.63,49,50.00,49,50.00,0,0.00,19,19.39,12,12.24,10,10.20,12,12.24,0,0.00,45,45.92,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,08,87,,,,,14,16.09,73,83.91,39,44.83,48,55.17,0,0.00,13,14.94,12,13.79,9,10.34,9,10.34,0,0.00,44,50.57,
2023-2024,Charter,Phila Charters,3306,Christopher Columbus Charter School,Charters,All Grades,847,,,,,159,18.77,688,81.23,420,49.59,427,50.41,2,0.24,129,15.23,147,17.36,81,9.56,92,10.86,0,0.00,396,46.75,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,00,49,,,,,6,12.24,43,87.76,20,40.82,29,59.18,0,0.00,1,2.04,5,10.20,41,83.67,1,2.04,0,0.00,1,2.04,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,01,49,,,,,16,32.65,33,67.35,19,38.78,30,61.22,0,0.00,1,2.04,1,2.04,45,91.84,1,2.04,0,0.00,1,2.04,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,02,46,,,,,16,34.78,30,65.22,22,47.83,24,52.17,0,0.00,0,0.00,6,13.04,37,80.43,3,6.52,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,03,84,,,,,34,40.48,50,59.52,47,55.95,37,44.05,0,0.00,2,2.38,5,5.95,75,89.29,1,1.19,0,0.00,1,1.19,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,04,76,,,,,23,30.26,53,69.74,40,52.63,36,47.37,0,0.00,0,0.00,7,9.21,60,78.95,9,11.84,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,05,42,,,,,19,45.24,23,54.76,19,45.24,23,54.76,0,0.00,0,0.00,2,4.76,36,85.71,2,4.76,0,0.00,2,4.76,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,06,45,,,,,21,46.67,24,53.33,25,55.56,20,44.44,0,0.00,1,2.22,2,4.44,41,91.11,1,2.22,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,07,48,,,,,13,27.08,35,72.92,25,52.08,23,47.92,0,0.00,1,2.08,4,8.33,42,87.50,1,2.08,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,08,47,,,,,17,36.17,30,63.83,28,59.57,19,40.43,0,0.00,0,0.00,2,4.26,41,87.23,4,8.51,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3307,Eugenio Maria De Hostos Charter School,Charters,All Grades,486,,,,,165,33.95,321,66.05,245,50.41,241,49.59,0,0.00,6,1.23,34,7.00,418,86.01,23,4.73,0,0.00,5,1.03,
2023-2024,Charter,Phila Charters,3308,Inquiry Charter School,Charters,00,63,,,,,3,4.76,60,95.24,36,57.14,27,42.86,0,0.00,0,0.00,50,79.37,0,0.00,10,15.87,1,1.59,2,3.17,
2023-2024,Charter,Phila Charters,3308,Inquiry Charter School,Charters,01,39,,,,,9,23.08,30,76.92,16,41.03,23,58.97,0,0.00,0,0.00,32,82.05,0,0.00,6,15.38,0,0.00,1,2.56,
2023-2024,Charter,Phila Charters,3308,Inquiry Charter School,Charters,02,42,,,,,5,11.90,37,88.10,22,52.38,20,47.62,0,0.00,0,0.00,36,85.71,0,0.00,3,7.14,2,4.76,1,2.38,
2023-2024,Charter,Phila Charters,3308,Inquiry Charter School,Charters,03,44,,,,,7,15.91,37,84.09,25,56.82,19,43.18,0,0.00,0,0.00,41,93.18,1,2.27,2,4.55,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3308,Inquiry Charter School,Charters,04,44,,,,,14,31.82,30,68.18,20,45.45,24,54.55,0,0.00,0,0.00,37,84.09,1,2.27,2,4.55,0,0.00,4,9.09,
2023-2024,Charter,Phila Charters,3308,Inquiry Charter School,Charters,05,36,,,,,13,36.11,23,63.89,13,36.11,23,63.89,0,0.00,1,2.78,33,91.67,1,2.78,1,2.78,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3308,Inquiry Charter School,Charters,All Grades,268,,,,,51,19.03,217,80.97,132,49.25,136,50.75,0,0.00,1,0.37,229,85.45,3,1.12,24,8.96,3,1.12,8,2.99,
2023-2024,Charter,Phila Charters,3309,Imhotep Institute Charter High School,Charters,09,155,,,,,31,20.00,124,80.00,71,45.81,84,54.19,0,0.00,1,0.65,148,95.48,3,1.94,2,1.29,0,0.00,1,0.65,
2023-2024,Charter,Phila Charters,3309,Imhotep Institute Charter High School,Charters,10,161,,,,,32,19.88,129,80.12,57,35.40,104,64.60,0,0.00,0,0.00,157,97.52,1,0.62,3,1.86,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3309,Imhotep Institute Charter High School,Charters,11,156,,,,,36,23.08,120,76.92,69,44.23,87,55.77,1,0.64,0,0.00,151,96.79,2,1.28,2,1.28,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3309,Imhotep Institute Charter High School,Charters,12,146,,,,,28,19.18,118,80.82,72,49.32,74,50.68,0,0.00,0,0.00,142,97.26,0,0.00,3,2.05,1,0.68,0,0.00,
2023-2024,Charter,Phila Charters,3309,Imhotep Institute Charter High School,Charters,All Grades,618,,,,,127,20.55,491,79.45,269,43.53,349,56.47,1,0.16,1,0.16,598,96.76,6,0.97,10,1.62,1,0.16,1,0.16,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,00,21,,,,,0,0.00,21,100.00,10,47.62,11,52.38,0,0.00,0,0.00,21,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,01,43,,,,,9,20.93,34,79.07,17,39.53,26,60.47,0,0.00,0,0.00,42,97.67,0,0.00,1,2.33,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,02,47,,,,,7,14.89,40,85.11,22,46.81,25,53.19,0,0.00,0,0.00,40,85.11,3,6.38,3,6.38,0,0.00,1,2.13,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,03,59,,,,,7,11.86,52,88.14,25,42.37,34,57.63,0,0.00,0,0.00,57,96.61,2,3.39,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,04,40,,,,,9,22.50,31,77.50,21,52.50,19,47.50,0,0.00,0,0.00,37,92.50,1,2.50,2,5.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,05,46,,,,,7,15.22,39,84.78,20,43.48,26,56.52,0,0.00,0,0.00,39,84.78,5,10.87,1,2.17,0,0.00,1,2.17,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,06,41,,,,,11,26.83,30,73.17,15,36.59,26,63.41,0,0.00,0,0.00,39,95.12,0,0.00,2,4.88,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,07,45,,,,,17,37.78,28,62.22,20,44.44,25,55.56,2,4.44,0,0.00,41,91.11,0,0.00,2,4.44,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,08,41,,,,,11,26.83,30,73.17,14,34.15,27,65.85,0,0.00,0,0.00,38,92.68,1,2.44,2,4.88,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3310,Laboratory Charter School of Communication and Languages,Charters,All Grades,383,,,,,78,20.37,305,79.63,164,42.82,219,57.18,2,0.52,0,0.00,354,92.43,12,3.13,13,3.39,0,0.00,2,0.52,
2023-2024,Charter,Phila Charters,3312,Multicultural Academy Charter School,Charters,09,95,,,,,21,22.11,74,77.89,64,67.37,31,32.63,1,1.05,1,1.05,83,87.37,6,6.32,2,2.11,0,0.00,2,2.11,
2023-2024,Charter,Phila Charters,3312,Multicultural Academy Charter School,Charters,10,58,,,,,17,29.31,41,70.69,31,53.45,27,46.55,0,0.00,1,1.72,48,82.76,6,10.34,3,5.17,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3312,Multicultural Academy Charter School,Charters,11,51,,,,,15,29.41,36,70.59,31,60.78,20,39.22,0,0.00,0,0.00,44,86.27,4,7.84,3,5.88,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3312,Multicultural Academy Charter School,Charters,12,41,,,,,7,17.07,34,82.93,22,53.66,19,46.34,0,0.00,1,2.44,35,85.37,4,9.76,1,2.44,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3312,Multicultural Academy Charter School,Charters,All Grades,245,,,,,60,24.49,185,75.51,148,60.41,97,39.59,1,0.41,3,1.22,210,85.71,20,8.16,9,3.67,0,0.00,2,0.82,
2023-2024,Charter,Phila Charters,3313,"Preparatory Charter School of Mathematics, Science, Technology and Careers",Charters,09,188,,,,,29,15.43,159,84.57,112,59.57,76,40.43,1,0.53,15,7.98,132,70.21,21,11.17,11,5.85,0,0.00,8,4.26,
2023-2024,Charter,Phila Charters,3313,"Preparatory Charter School of Mathematics, Science, Technology and Careers",Charters,10,144,,,,,30,20.83,114,79.17,59,40.97,85,59.03,1,0.69,23,15.97,92,63.89,14,9.72,7,4.86,0,0.00,7,4.86,
2023-2024,Charter,Phila Charters,3313,"Preparatory Charter School of Mathematics, Science, Technology and Careers",Charters,11,109,,,,,25,22.94,84,77.06,48,44.04,61,55.96,1,0.92,15,13.76,60,55.05,6,5.50,11,10.09,0,0.00,16,14.68,
2023-2024,Charter,Phila Charters,3313,"Preparatory Charter School of Mathematics, Science, Technology and Careers",Charters,12,116,,,,,13,11.21,103,88.79,74,63.79,42,36.21,2,1.72,8,6.90,80,68.97,13,11.21,4,3.45,0,0.00,9,7.76,
2023-2024,Charter,Phila Charters,3313,"Preparatory Charter School of Mathematics, Science, Technology and Careers",Charters,All Grades,557,,,,,97,17.41,460,82.59,293,52.60,264,47.40,5,0.90,61,10.95,364,65.35,54,9.69,33,5.92,0,0.00,40,7.18,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,00,115,,,,,16,13.91,99,86.09,55,47.83,60,52.17,0,0.00,0,0.00,114,99.13,1,0.87,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,01,125,,,,,14,11.20,111,88.80,70,56.00,55,44.00,1,0.80,0,0.00,121,96.80,1,0.80,2,1.60,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,02,120,,,,,16,13.33,104,86.67,69,57.50,51,42.50,0,0.00,1,0.83,117,97.50,1,0.83,1,0.83,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,03,127,,,,,27,21.26,100,78.74,64,50.39,63,49.61,1,0.79,0,0.00,125,98.43,0,0.00,0,0.00,0,0.00,1,0.79,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,04,127,,,,,14,11.02,113,88.98,65,51.18,62,48.82,0,0.00,0,0.00,125,98.43,0,0.00,2,1.57,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,05,119,,,,,21,17.65,98,82.35,55,46.22,64,53.78,0,0.00,0,0.00,114,95.80,2,1.68,3,2.52,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,06,101,,,,,25,24.75,76,75.25,48,47.52,53,52.48,0,0.00,0,0.00,100,99.01,0,0.00,0,0.00,0,0.00,1,0.99,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,07,75,,,,,13,17.33,62,82.67,40,53.33,35,46.67,0,0.00,1,1.33,71,94.67,1,1.33,0,0.00,1,1.33,1,1.33,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,08,84,,,,,30,35.71,54,64.29,43,51.19,41,48.81,0,0.00,1,1.19,81,96.43,0,0.00,2,2.38,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3314,West Oak Lane Charter School,Charters,All Grades,993,,,,,176,17.72,817,82.28,509,51.26,484,48.74,2,0.20,3,0.30,968,97.48,6,0.60,10,1.01,1,0.10,3,0.30,
2023-2024,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,00,79,,,,,0,0.00,79,100.00,43,54.43,36,45.57,0,0.00,0,0.00,76,96.20,3,3.80,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,01,72,,,,,4,5.56,68,94.44,38,52.78,34,47.22,0,0.00,0,0.00,67,93.06,3,4.17,2,2.78,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,02,78,,,,,17,21.79,61,78.21,37,47.44,41,52.56,0,0.00,0,0.00,76,97.44,1,1.28,0,0.00,1,1.28,0,0.00,
2023-2024,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,03,77,,,,,19,24.68,58,75.32,50,64.94,27,35.06,0,0.00,0,0.00,75,97.40,0,0.00,2,2.60,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,04,74,,,,,10,13.51,64,86.49,40,54.05,34,45.95,0,0.00,1,1.35,68,91.89,2,2.70,3,4.05,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,05,81,,,,,17,20.99,64,79.01,42,51.85,39,48.15,0,0.00,0,0.00,75,92.59,3,3.70,2,2.47,0,0.00,1,1.23,
2023-2024,Charter,Phila Charters,3315,Alliance For Progress Charter School,Charters,06,78,,,,,14,17.95,64,82.05,45,57.69,33,42.31,0,0.00,0,0.00,76,97.44,1,1.28,1,1.28,0,0.00,0,0.00,
